apnid,APPEAL_NOTIFIED_DATE,APPEAL_DEC_DATE,APPEAL_DECISION,APPEAL_TYPE
3611/14,19-06-2015,25-09-2015,GRANT PERMISSION,Written Evidence
WEB1295/14,16-01-2015,27-04-2015,REFUSE PERMISSION,Written Evidence
3625/14,26-01-2015,25-05-2015,GRANT PERMISSION,Written Evidence
3637/14,27-05-2015,28-09-2015,GRANT PERMISSION,Written Evidence
3644/14,26-01-2015,16-04-2015,AMEND CONDITIONS,Written Evidence
3662/14,26-01-2015,14-05-2015,GRANT PERMISSION,Written Evidence
3665/14,02-02-2015,21-04-2015,REFUSE PERMISSION,Written Evidence
3669/14,22-01-2015,25-05-2015,GRANT PERMISSION,Written Evidence
3671/14,10-02-2015,11-06-2015,GRANT PERMISSION,Written Evidence
3684/14,12-02-2015,15-06-2015,GRANT PERMISSION,Written Evidence
3687/14,05-02-2015,05-06-2015,GRANT PERMISSION,Written Evidence
3690/14,29-01-2015,25-05-2015,SPLIT DECISION,Written Evidence
3692/14,21-04-2015,17-07-2015,GRANT PERMISSION,Written Evidence
3701/14,10-02-2015,26-05-2015,GRANT PERMISSION,Written Evidence
3702/14,03-06-2015,28-09-2015,GRANT PERMISSION,Written Evidence
3706/14,09-02-2015,10-06-2015,REFUSE PERMISSION,Written Evidence
3718/14,25-05-2015,14-08-2015,REFUSE PERMISSION,Written Evidence
3732/14,16-02-2015,17-06-2015,ATTACH CONDITIONS,Written Evidence
3736/14,01-04-2015,25-05-2015,APPEAL WITHDRAWN,Written Evidence
3735/14,14-05-2015,08-09-2015,REFUSE PERMISSION,Written Evidence
3757/14,24-02-2015,04-06-2015,GRANT PERMISSION,Written Evidence
3758/14,30-04-2015,11-12-2015,REFUSE PERMISSION,Written Evidence
3766/14,07-12-2015,18-04-2016,GRANT PERMISSION,Written Evidence
3768/14,27-02-2015,29-06-2015,REFUSE PERMISSION,Written Evidence
3812/14,09-03-2015,20-05-2015,GRANT PERMISSION,Written Evidence
3819/14,04-03-2015,06-07-2015,REFUSE PERMISSION,Written Evidence
3825/14,26-05-2015,11-09-2015,GRANT PERMISSION,Written Evidence
3842/14,06-03-2015,27-05-2015,GRANT PERMISSION,Written Evidence
3845/14,03-09-2015,26-01-2016,GRANT PERMISSION,Written Evidence
3846/14,11-05-2015,09-09-2015,GRANT PERMISSION,Written Evidence
3855/14,06-03-2015,23-06-2015,REFUSE PERMISSION,Written Evidence
3859/14,06-07-2015,28-09-2015,GRANT PERMISSION,Written Evidence
3871/14,28-08-2015,06-01-2016,GRANT PERMISSION,Written Evidence
3885/14,19-03-2015,16-07-2015,REFUSE PERMISSION,Written Evidence
3886/14,02-03-2015,18-06-2015,REFUSE PERMISSION,Written Evidence
3896/14,13-03-2015,21-05-2015,REFUSE PERMISSION,Written Evidence
3913/14,18-03-2015,16-06-2015,SPLIT DECISION,Written Evidence
3928/14,26-05-2015,16-06-2015,LEAVE TO APPEAL REFUSED,Leave to Appeal
3923/14,20-03-2015,26-05-2015,REFUSE PERMISSION,Written Evidence
3926/14,27-10-2015,03-03-2016,REFUSE PERMISSION,Written Evidence
3929/14,23-03-2015,18-08-2015,REFUSE PERMISSION,Written Evidence
3935/14,19-03-2015,21-07-2015,GRANT PERMISSION,Written Evidence
3939/14,04-08-2015,17-12-2015,GRANT PERMISSION,Written Evidence
3948/14,30-04-2015,12-08-2015,GRANT PERMISSION,Written Evidence
3949/14,24-03-2015,28-07-2015,SPLIT DECISION,Written Evidence
3953/14,19-03-2015,10-06-2015,GRANT PERMISSION,Written Evidence
3957/14,27-03-2015,03-09-2015,GRANT PERMISSION,Written Evidence
3964/14,19-11-2015,11-12-2015,LEAVE TO APPEAL REFUSED,Leave to Appeal
3976/14,26-03-2015,01-04-2015,APPEAL WITHDRAWN,Written Evidence
3980/14,12-06-2015,16-09-2015,GRANT PERMISSION,Written Evidence
3984/14,12-03-2015,22-05-2015,GRANT PERMISSION,Written Evidence
3982/14,19-03-2015,20-07-2015,GRANT PERMISSION,Written Evidence
2001/15,17-09-2015,25-01-2016,REFUSE PERMISSION,Written Evidence
2003/15,23-03-2015,14-09-2015,GRANT PERMISSION,Written Evidence
2012/15,30-03-2015,31-08-2015,REFUSE PERMISSION,Written Evidence
2013/15,27-03-2015,29-07-2015,GRANT PERMISSION,Written Evidence
2021/15,25-03-2015,17-08-2015,GRANT PERMISSION,Written Evidence
2023/15,31-03-2015,08-06-2015,GRANT PERMISSION,Written Evidence
2039/15,17-07-2015,08-10-2015,GRANT PERMISSION,Written Evidence
WEB1006/15,01-04-2015,17-06-2015,GRANT PERMISSION,Written Evidence
2059/15,02-04-2015,21-07-2015,GRANT PERMISSION,Written Evidence
2080/15,08-04-2015,10-08-2015,GRANT PERMISSION,Written Evidence
2092/15,10-04-2015,01-07-2015,REFUSE PERMISSION,Written Evidence
2095/15,31-03-2015,20-07-2015,GRANT PERMISSION,Written Evidence
WEB1011/15,10-04-2015,23-06-2015,REFUSE PERMISSION,Written Evidence
2100/15,15-04-2015,12-06-2015,APPEAL DECLARED INVALID,Written Evidence
WEB1012/15,10-04-2015,30-04-2015,APPEAL WITHDRAWN,Written Evidence
2108/15,01-04-2015,04-08-2015,REFUSE PERMISSION,Written Evidence
2139/15,30-03-2015,15-06-2015,REFUSE PERMISSION,Written Evidence
2140/15,31-07-2015,11-12-2015,GRANT PERMISSION,Written Evidence
WEB1020/15,23-04-2015,23-07-2015,AMEND CONDITIONS,Written Evidence
2148/15,23-04-2015,24-08-2015,REMOVE CONDITIONS,Written Evidence
2158/15,25-08-2015,31-12-2015,GRANT PERMISSION,Written Evidence
2164/15,27-04-2015,06-08-2015,GRANT PERMISSION,Written Evidence
2174/15,30-04-2015,24-07-2015,REFUSE PERMISSION,Written Evidence
WEB1028/15,28-04-2015,23-07-2015,REFUSE PERMISSION,Written Evidence
2186/15,27-07-2015,16-11-2015,GRANT PERMISSION,Written Evidence
2190/15,01-09-2015,16-12-2015,AMEND CONDITIONS,Written Evidence
2194/15,30-04-2015,07-09-2015,REFUSE PERMISSION,Written Evidence
2201/15,19-06-2015,24-08-2015,GRANT PERMISSION,Written Evidence
2203/15,11-09-2015,20-01-2016,REFUSE PERMISSION,Written Evidence
WEB1033/15,05-05-2015,11-08-2015,REFUSE PERMISSION,Written Evidence
2217/15,08-05-2015,10-08-2015,APPEAL WITHDRAWN,Written Evidence
2221/15,27-04-2015,22-07-2015,GRANT PERMISSION,Written Evidence
WEB1035/15,01-05-2015,13-05-2015,APPLICATION WITHDRAWN,Written Evidence
2231/15,05-05-2015,29-06-2015,GRANT RETENTION PERMISSION,Written Evidence
2246/15,24-07-2015,16-11-2015,GRANT PERMISSION,Written Evidence
2254/15,17-07-2015,28-10-2015,GRANT PERMISSION,Written Evidence
2272/15,15-05-2015,06-08-2015,GRANT RETENTION PERMISSION,Written Evidence
2279/15,13-05-2015,14-09-2015,REFUSE RETENTION PERMISSION,Written Evidence
2302/15,21-05-2015,26-06-2015,APPEAL DISMISSED,Written Evidence
2313/15,09-07-2015,28-09-2015,GRANT PERMISSION,Written Evidence
2327/15,27-04-2015,23-07-2015,REMOVE CONDITIONS,Written Evidence
2338/15,26-05-2015,28-09-2015,GRANT PERMISSION,Written Evidence
2347/15,07-10-2015,08-02-2016,GRANT PERMISSION,Written Evidence
2355/15,22-07-2015,19-10-2015,GRANT PERMISSION,Written Evidence
2356/15,03-09-2015,13-01-2016,GRANT PERMISSION,Written Evidence
2354/15,15-10-2015,27-01-2016,GRANT PERMISSION,Written Evidence
2366/15,25-05-2015,25-08-2015,GRANT PERMISSION,Written Evidence
2359/15,03-06-2015,31-08-2015,GRANT PERMISSION,Written Evidence
WEB1067/15,03-06-2015,12-08-2015,REFUSE PERMISSION,Written Evidence
2364/15,27-05-2015,22-09-2015,GRANT PERMISSION,Written Evidence
2369/15,19-05-2015,02-07-2015,APPEAL WITHDRAWN,Written Evidence
2374/15,28-05-2015,25-08-2015,SPLIT DECISION,Written Evidence
2388/15,29-05-2015,04-08-2015,ATTACH CONDITIONS,Written Evidence
2387/15,05-06-2015,03-07-2015,APPEAL WITHDRAWN,Written Evidence
2396/15,22-10-2015,28-01-2016,REFUSE PERMISSION,Written Evidence
2398/15,29-05-2015,13-08-2015,REFUSE PERMISSION,Written Evidence
2399/15,08-06-2015,13-08-2015,REFUSE PERMISSION,Written Evidence
2407/15,17-09-2015,16-03-2016,GRANT PERMISSION,Written Evidence
2408/15,26-05-2015,19-08-2015,REMOVE CONDITIONS,Written Evidence
2411/15,31-07-2015,19-10-2015,GRANT PERMISSION,Written Evidence
2425/15,26-02-2016,30-05-2016,SPLIT DECISION,Written Evidence
WEB1076/15,15-06-2015,09-10-2015,REFUSE PERMISSION,Written Evidence
2447/15,17-06-2015,21-08-2015,GRANT PERMISSION,Written Evidence
2456/15,21-08-2015,04-12-2015,GRANT PERMISSION,Written Evidence
2455/15,16-06-2015,13-10-2015,AMEND CONDITIONS,Written Evidence
2453/15,18-03-2016,05-04-2016,APPEAL WITHDRAWN,Written Evidence
2476/15,09-06-2015,07-09-2015,REMOVE CONDITIONS,Written Evidence
2493/15,10-08-2015,09-11-2015,GRANT PERMISSION,Written Evidence
2497/15,08-06-2015,14-09-2015,GRANT PERMISSION,Written Evidence
2498/15,25-08-2015,13-11-2015,REFUSE PERMISSION,Written Evidence
2509/15,17-06-2015,22-12-2015,GRANT PERMISSION,Written Evidence
WEB1090/15,19-06-2015,09-09-2015,AMEND CONDITIONS,Written Evidence
2520/15,09-06-2015,26-08-2015,ATTACH CONDITIONS,Written Evidence
2527/15,19-06-2015,08-10-2015,APPEAL WITHDRAWN,Written Evidence
2537/15,05-08-2015,23-10-2015,GRANT PERMISSION,Written Evidence
2549/15,NULL,NULL,NULL,NULL
2552/15,12-11-2015,26-04-2016,GRANT PERMISSION,Written Evidence
2548/15,23-06-2015,15-10-2015,REFUSE PERMISSION,Written Evidence
2553/15,19-06-2015,11-09-2015,REFUSE PERMISSION,Written Evidence
2572/15,17-06-2015,02-09-2015,GRANT PERMISSION,Written Evidence
2571/15,08-07-2015,19-10-2015,GRANT PERMISSION,Written Evidence
2574/15,07-07-2015,02-10-2015,AMEND CONDITIONS,Written Evidence
2581/15,02-07-2015,10-09-2015,GRANT PERMISSION,Written Evidence
2583/15,03-07-2015,02-10-2015,GRANT PERMISSION,Written Evidence
2599/15,07-07-2015,17-09-2015,GRANT PERMISSION,Written Evidence
2620/15,12-11-2015,21-03-2016,REFUSE PERMISSION,Written Evidence
2627/15,14-07-2015,14-10-2015,REFUSE OUTLINE PERMISSION,Written Evidence
2641/15,08-07-2015,28-09-2015,GRANT PERMISSION,Written Evidence
WEB1113/15,07-07-2015,20-08-2015,GRANT PERMISSION,Written Evidence
2653/15,16-07-2015,12-10-2015,SPLIT DECISION,Written Evidence
2672/15,16-07-2015,08-10-2015,GRANT PERMISSION,Written Evidence
2689/15,09-07-2015,28-09-2015,GRANT PERMISSION,Written Evidence
2719/15,22-07-2015,07-09-2015,APPEAL DECLARED INVALID,Written Evidence
2725/15,28-07-2015,18-11-2015,GRANT PERMISSION,Written Evidence
2735/15,24-07-2015,16-10-2015,REFUSE PERMISSION,Written Evidence
2746/15,28-07-2015,29-10-2015,REFUSE PERMISSION,Written Evidence
2755/15,11-12-2015,27-04-2016,GRANT PERMISSION,Written Evidence
WEB1148/15,29-07-2015,30-10-2015,REFUSE PERMISSION,Written Evidence
WEB1152/15,04-08-2015,10-11-2015,REFUSE PERMISSION,Written Evidence
2765/15,29-07-2015,08-10-2015,GRANT PERMISSION,Written Evidence
2785/15,10-08-2015,29-10-2015,GRANT PERMISSION,Written Evidence
2783/15,24-07-2015,23-10-2015,REMOVE CONDITIONS,Written Evidence
2786/15,29-07-2015,17-11-2015,GRANT PERMISSION,Written Evidence
2792/15,23-12-2015,13-05-2016,GRANT PERMISSION,Written Evidence
2801/15,30-07-2015,30-10-2015,GRANT PERMISSION,Written Evidence
2807/15,30-07-2015,02-11-2015,GRANT PERMISSION,Written Evidence
2819/15,17-09-2015,08-01-2016,GRANT PERMISSION,Written Evidence
2836/15,14-08-2015,10-02-2016,GRANT PERMISSION,Written Evidence
2850/15,14-08-2015,18-11-2015,GRANT PERMISSION,Written Evidence
2846/15,07-08-2015,08-12-2015,GRANT PERMISSION,Written Evidence
2854/15,17-08-2015,24-11-2015,SPLIT DECISION,Written Evidence
2865/15,30-03-2016,26-07-2016,GRANT PERMISSION,Written Evidence
2878/15,04-12-2015,14-04-2016,GRANT PERMISSION,Written Evidence
2892/15,04-08-2015,10-11-2015,GRANT PERMISSION,Written Evidence
2884/15,11-08-2015,13-11-2015,GRANT RETENTION PERMISSION,Written Evidence
2895/15,19-08-2015,25-11-2015,GRANT PERMISSION,Written Evidence
2883/15,19-08-2015,19-11-2015,REFUSE PERMISSION,Written Evidence
2907/15,09-02-2016,13-07-2016,GRANT PERMISSION,Written Evidence
2914/15,22-03-2016,14-07-2016,AMEND CONDITIONS,Written Evidence
2921/15,21-08-2015,18-11-2015,GRANT RETENTION PERMISSION,Written Evidence
2928/15,21-08-2015,05-11-2015,GRANT PERMISSION,Written Evidence
2941/15,31-08-2015,21-12-2015,GRANT PERMISSION,Written Evidence
2943/15,16-10-2015,15-01-2016,GRANT PERMISSION,Written Evidence
2940/15,28-08-2015,24-11-2015,REFUSE PERMISSION,Written Evidence
2950/15,01-09-2015,18-11-2015,SPLIT DECISION,Written Evidence
2937/15,28-08-2015,24-11-2015,REFUSE PERMISSION,Written Evidence
2938/15,28-08-2015,24-11-2015,REFUSE PERMISSION,Written Evidence
2939/15,28-08-2015,24-11-2015,REFUSE PERMISSION,Written Evidence
2957/15,28-08-2015,29-10-2015,GRANT PERMISSION,Written Evidence
2965/15,23-10-2015,16-03-2016,GRANT PERMISSION,Written Evidence
2975/15,19-08-2015,04-11-2015,GRANT PERMISSION,Written Evidence
2980/15,28-08-2015,13-11-2015,REFUSE PERMISSION,Written Evidence
2995/15,02-09-2015,12-01-2016,REFUSE PERMISSION,Written Evidence
2991/15,13-11-2015,02-03-2016,GRANT PERMISSION,Written Evidence
2992/15,29-03-2016,20-07-2016,GRANT PERMISSION,Written Evidence
2986/15,27-08-2015,11-12-2015,AMEND CONDITIONS,Written Evidence
2987/15,02-09-2015,24-11-2015,GRANT PERMISSION,Written Evidence
2988/15,01-09-2015,09-11-2015,REFUSE PERMISSION,Written Evidence
2989/15,25-08-2015,16-11-2015,GRANT PERMISSION,Written Evidence
3000/15,04-02-2016,30-05-2016,GRANT PERMISSION,Written Evidence
3006/15,02-09-2015,16-12-2015,REFUSE PERMISSION,Written Evidence
3015/15,17-12-2015,25-07-2016,APPEAL WITHDRAWN,Written Evidence
3020/15,19-08-2015,14-09-2015,LEAVE TO APPEAL REFUSED,Leave to Appeal
3026/15,09-09-2015,18-01-2016,GRANT PERMISSION,Written Evidence
3028/15,28-08-2015,13-11-2015,REFUSE PERMISSION,Written Evidence
3036/15,09-09-2015,01-10-2015,LEAVE TO APPEAL REFUSED,Leave to Appeal
3044/15,09-09-2015,20-11-2015,AMEND CONDITIONS,Written Evidence
3045/15,19-08-2015,13-11-2015,REFUSE PERMISSION,Written Evidence
3050/15,11-09-2015,19-01-2016,SPLIT DECISION,Written Evidence
3051/15,14-09-2015,09-12-2015,APPEAL DECLARED INVALID,Written Evidence
WEB1200/15,11-09-2015,26-11-2015,GRANT PERMISSION,Written Evidence
3055/15,28-10-2015,10-02-2016,GRANT PERMISSION,Written Evidence
3073/15,10-11-2015,15-02-2016,REFUSE PERMISSION,Written Evidence
3068/15,16-09-2015,14-01-2016,APPEAL WITHDRAWN,Written Evidence
3075/15,04-09-2015,13-11-2015,REFUSE PERMISSION,Written Evidence
3078/15,16-09-2015,09-12-2015,GRANT PERMISSION,Written Evidence
3079/15,20-11-2015,11-04-2016,GRANT PERMISSION,Written Evidence
3081/15,17-12-2015,04-05-2016,GRANT PERMISSION,Written Evidence
3084/15,10-02-2016,14-06-2016,GRANT PERMISSION,Written Evidence
3082/15,16-09-2015,22-12-2015,REFUSE RETENTION PERMISSION,Written Evidence
3105/15,21-10-2015,20-04-2016,GRANT PERMISSION,Written Evidence
3106/15,20-10-2015,05-02-2016,AMEND CONDITIONS,Written Evidence
3111/15,22-09-2015,15-12-2015,REFUSE PERMISSION,Written Evidence
3128/15,24-09-2015,01-12-2015,APPEAL WITHDRAWN,Written Evidence
3132/15,30-10-2015,23-12-2015,GRANT PERMISSION,Written Evidence
3141/15,24-09-2015,18-12-2015,REFUSE PERMISSION,Written Evidence
3143/15,24-09-2015,16-12-2015,GRANT PERMISSION,Written Evidence
3201/15,24-09-2015,27-01-2016,GRANT PERMISSION,Written Evidence
3202/15,01-10-2015,13-01-2016,AMEND CONDITIONS,Written Evidence
3226/15,24-09-2015,13-01-2016,REFUSE RETENTION PERMISSION,Written Evidence
3223/15,29-09-2015,23-12-2015,GRANT PERMISSION,Written Evidence
3224/15,06-10-2015,11-12-2015,REMOVE CONDITIONS,Written Evidence
3245/15,16-12-2015,22-12-2015,APPEAL WITHDRAWN,Written Evidence
3237/15,04-02-2016,26-07-2016,REFUSE PERMISSION,Written Evidence
3258/15,07-10-2015,21-10-2015,APPEAL WITHDRAWN,Written Evidence
3263/15,05-10-2015,25-11-2015,APPEAL WITHDRAWN,Written Evidence
3270/15,14-10-2015,15-01-2016,REFUSE PERMISSION,Written Evidence
3279/15,06-10-2015,24-12-2015,REFUSE PERMISSION,Written Evidence
3285/15,08-10-2015,19-02-2016,GRANT PERMISSION,Written Evidence
WEB1241/15,15-10-2015,11-12-2015,REFUSE PERMISSION,Written Evidence
3287/15,21-12-2015,03-05-2016,GRANT PERMISSION,Written Evidence
3298/15,08-10-2015,07-01-2016,GRANT PERMISSION,Written Evidence
3302/15,13-10-2015,01-02-2016,GRANT RETENTION PERMISSION,Written Evidence
3308/15,17-12-2015,18-05-2016,GRANT PERMISSION,Written Evidence
3318/15,29-01-2016,30-05-2016,GRANT PERMISSION,Written Evidence
3325/15,20-10-2015,21-01-2016,GRANT PERMISSION,Written Evidence
3334/15,15-10-2015,18-04-2016,GRANT PERMISSION,Written Evidence
3337/15,22-10-2015,18-01-2016,REFUSE PERMISSION,Written Evidence
3343/15,30-09-2015,21-12-2015,REFUSE PERMISSION,Written Evidence
3346/15,16-02-2016,14-03-2016,APPEAL WITHDRAWN,Written Evidence
3374/15,20-10-2015,07-01-2016,GRANT PERMISSION,Written Evidence
3381/15,24-12-2015,18-04-2016,GRANT PERMISSION,Written Evidence
3389/15,25-05-2016,26-10-2016,GRANT PERMISSION,Written Evidence
WEB1256/15,23-12-2015,06-05-2016,GRANT PERMISSION,Written Evidence
3391/15,12-01-2016,11-05-2016,APPEAL WITHDRAWN,Written Evidence
WEB1258/15,28-10-2015,24-12-2015,GRANT PERMISSION,Written Evidence
3404/15,27-10-2015,13-01-2016,GRANT PERMISSION,Written Evidence
3414/15,05-11-2015,11-02-2016,GRANT PERMISSION,Written Evidence
3430/15,05-11-2015,01-02-2016,GRANT RETENTION PERMISSION,Written Evidence
3446/15,07-01-2016,23-02-2016,APPEAL WITHDRAWN,Written Evidence
3454/15,04-01-2016,18-04-2016,GRANT PERMISSION & RETENTION PERMISSION,Written Evidence
3453/15,27-01-2016,09-02-2016,APPEAL WITHDRAWN,Written Evidence
3470/15,13-11-2015,10-03-2016,GRANT RETENTION PERMISSION,Written Evidence
3469/15,06-11-2015,26-01-2016,REFUSE PERMISSION,Written Evidence
3476/15,16-11-2015,25-02-2016,GRANT PERMISSION,Written Evidence
3478/15,30-03-2016,26-07-2016,GRANT PERMISSION,Written Evidence
3481/15,16-11-2015,23-03-2016,GRANT PERMISSION,Written Evidence
3487/15,12-11-2015,04-03-2016,REFUSE PERMISSION,Written Evidence
3496/15,15-06-2016,17-10-2016,GRANT PERMISSION,Written Evidence
WEB1275/15,12-11-2015,19-02-2016,GRANT PERMISSION,Written Evidence
3509/15,24-11-2015,18-01-2016,APPEAL WITHDRAWN,Written Evidence
WEB1281/15,16-11-2015,01-02-2016,REFUSE PERMISSION,Written Evidence
3524/15,18-11-2015,01-03-2016,GRANT PERMISSION,Written Evidence
3530/15,11-11-2015,04-02-2016,GRANT PERMISSION,Written Evidence
3528/15,19-11-2015,24-02-2016,REFUSE PERMISSION,Written Evidence
3549/15,13-11-2015,08-02-2016,GRANT PERMISSION,Written Evidence
3551/15,30-11-2015,03-02-2016,REFUSE PERMISSION,Written Evidence
3564/15,01-12-2015,09-05-2016,REFUSE RETENTION PERMISSION,Written Evidence
3576/15,02-12-2015,02-03-2016,REMOVE CONDITIONS,Written Evidence
3585/15,30-11-2015,03-03-2016,GRANT PERMISSION,Written Evidence
3586/15,27-11-2015,10-02-2016,REFUSE PERMISSION,Written Evidence
3595/15,24-02-2016,29-07-2016,GRANT PERMISSION,Written Evidence
3591/15,04-12-2015,14-03-2016,GRANT PERMISSION,Written Evidence
3593/15,30-11-2015,25-02-2016,GRANT PERMISSION,Written Evidence
3612/15,04-12-2015,04-03-2016,GRANT PERMISSION,Written Evidence
3626/15,04-12-2015,10-03-2016,GRANT PERMISSION,Written Evidence
3631/15,08-12-2015,29-06-2016,GRANT PERMISSION,Written Evidence
3635/15,04-12-2015,08-03-2016,GRANT PERMISSION,Written Evidence
3644/15,04-12-2015,10-03-2016,REFUSE PERMISSION,Written Evidence
3645/15,01-03-2016,27-07-2016,REFUSE PERMISSION,Written Evidence
3655/15,18-02-2016,02-06-2016,GRANT PERMISSION,Written Evidence
3651/15,09-12-2015,18-05-2016,GRANT PERMISSION,Written Evidence
3667/15,14-12-2015,26-02-2016,GRANT PERMISSION,Written Evidence
3665/15,11-02-2016,08-08-2016,GRANT PERMISSION,Written Evidence
3666/15,04-04-2016,29-07-2016,GRANT PERMISSION,Written Evidence
3676/15,20-04-2016,18-08-2016,GRANT PERMISSION,Written Evidence
WEB1298/15,16-12-2015,18-02-2016,GRANT PERMISSION,Written Evidence
3694/15,15-12-2015,31-03-2016,ATTACH CONDITIONS,Written Evidence
3692/15,30-03-2016,01-07-2016,GRANT PERMISSION,Written Evidence
3690/15,16-12-2015,01-02-2016,APPEAL WITHDRAWN,Written Evidence
3706/15,16-12-2015,21-03-2016,GRANT PERMISSION,Written Evidence
3705/15,18-12-2015,27-04-2016,REFUSE PERMISSION,Written Evidence
3712/15,16-12-2015,22-02-2016,REFUSE PERMISSION,Written Evidence
3751/15,11-04-2016,09-08-2016,GRANT PERMISSION & RETENTION PERMISSION,Written Evidence
3750/15,07-03-2016,05-07-2016,GRANT PERMISSION,Written Evidence
3747/15,22-12-2015,06-05-2016,GRANT PERMISSION,Written Evidence
WEB1312/15,07-01-2016,10-05-2016,GRANT PERMISSION,Written Evidence
3756/15,24-12-2015,04-05-2016,AMEND CONDITIONS,Written Evidence
3754/15,23-12-2015,03-05-2016,GRANT PERMISSION,Written Evidence
3780/15,08-01-2016,05-04-2016,GRANT PERMISSION,Written Evidence
3794/15,14-01-2016,21-01-2016,APPLICATION WITHDRAWN,Written Evidence
WEB1317/15,04-01-2016,15-04-2016,GRANT PERMISSION,Written Evidence
3807/15,23-12-2015,09-05-2016,GRANT PERMISSION,Written Evidence
3811/15,31-12-2015,08-04-2016,REFUSE PERMISSION,Written Evidence
WEB1321/15,08-01-2016,18-03-2016,GRANT PERMISSION,Written Evidence
3827/15,15-01-2016,18-05-2016,AMEND CONDITIONS,Written Evidence
3828/15,18-01-2016,18-05-2016,GRANT PERMISSION,Written Evidence
WEB1325/15,06-01-2016,18-04-2016,AMEND CONDITIONS,Written Evidence
3849/15,19-01-2016,19-05-2016,GRANT PERMISSION,Written Evidence
WEB1328/15,21-12-2015,24-03-2016,REFUSE PERMISSION,Written Evidence
3853/15,22-01-2016,02-02-2016,APPEAL WITHDRAWN,Written Evidence
WEB1330/15,18-01-2016,15-04-2016,AMEND CONDITIONS,Written Evidence
3861/15,21-01-2016,14-04-2016,GRANT PERMISSION,Written Evidence
3883/15,27-01-2016,20-05-2016,GRANT PERMISSION,Written Evidence
3879/15,09-03-2016,14-04-2016,APPEAL WITHDRAWN,Written Evidence
3892/15,NULL,NULL,NULL,NULL
3915/15,19-01-2016,17-05-2016,GRANT PERMISSION,Written Evidence
3895/15,06-01-2016,11-04-2016,GRANT PERMISSION,Written Evidence
3896/15,13-01-2016,14-04-2016,GRANT PERMISSION,Written Evidence
3905/15,13-01-2016,12-05-2016,REFUSE PERMISSION,Written Evidence
3906/15,21-01-2016,21-04-2016,GRANT RETENTION PERMISSION,Written Evidence
3909/15,22-01-2016,23-05-2016,GRANT PERMISSION,Written Evidence
3921/15,30-05-2016,15-09-2016,GRANT PERMISSION,Written Evidence
3919/15,19-04-2016,22-08-2016,GRANT PERMISSION,Written Evidence
3910/15,16-08-2017,15-03-2018,ATTACH CONDITIONS,Written Evidence
WEB1340/15,21-01-2016,16-05-2016,REFUSE PERMISSION,Written Evidence
